Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Khan Mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель,"улица Ыкылас Дукенулы, 31/2",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-15:00,+05:00,5.0,30,87001116291,,,,,,,https://instagram.com/khan_mebel.kz,,,,https://wa.me/77001116291,,,,,,,51.183004,71.435401,https://2gis.com/firm/70000001102661573,branch
komfort_mebel_astana.kz,,Мебель для кухни; Мебель на заказ; Офисная мебель; Корпусная мебель; Сборка мебели; Мебель для ванных комнат; Детская мебель,,,,,,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,3.7,12,87077399730,,,,,,,,,,,https://wa.me/77077399730,,,,,,,,,https://2gis.com/firm/70000001095533659,branch
Kuka home,мебельная компания,Мебель для кухни; Корпусная мебель; Мягкая мебель; Детская мебель; Матрасы,"улица Шокана Уалиханова, 24",110 бутик; 1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,15,87786032206,,,,,,,https://instagram.com/kukahome.astana.karaganda,,,,https://wa.me/77786032206,,,,,,,51.174567,71.438999,https://2gis.com/firm/70000001097840942,branch
La_furniture.ast,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Жумекен Нажимеденов, 37",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+05:00,5.0,34,87769262999,,,,,,,https://instagram.com/la_group.ast,,,,https://wa.me/77769262999,,,,,,,51.109236,71.539146,https://2gis.com/firm/70000001080752774,branch
Lemod,мебельное ателье,Мебель для кухни; Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель,"улица Сагадат Нурмагамбетов, 27",НП: 7,,,Сарайшык район,Астана,,Астана,Казахстан,"Пн: 10:00-13:00, 14:00-19:00; Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-19:00",+05:00,5.0,11,87771023322,,,,,,,https://instagram.com/lemod_astana,,,,https://wa.me/77771023322,,,,,,,51.120776,71.484882,https://2gis.com/firm/70000001087627404,branch
LeoMebel,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"Альмукан Сембинов улица, 27 ст1",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 10:00-13:00, 14:00-20:00; Вт: 10:00-13:00, 14:00-20:00; Ср: 10:00-13:00, 14:00-20:00; Чт: 10:00-13:00, 14:00-20:00; Пт: 10:00-13:00, 14:00-20:00; Сб: 11:00-13:00, 14:00-15:00",+05:00,4.8,17,87715905270,,,,,,,https://instagram.com/leomebel.kz,,,,https://wa.me/77715905270,,,,,,,51.17654,71.454407,https://2gis.com/firm/70000001102752736,branch
Lineo,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Ыкылас Дукенулы, 25/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-19:30; Вт: 09:00-19:30; Ср: 09:00-19:30; Чт: 09:00-19:30; Пт: 09:00-19:30; Сб: 09:00-19:30,+05:00,5.0,29,87001112480,,,leo.lineo@mail.ru,,,,https://instagram.com/lineo.mebel.kz,,,,https://wa.me/77001112480,,,,,,,51.181032,71.430355,https://2gis.com/firm/70000001099074313,branch
Loft_Svarka_Astana,,Мебель для кухни; Сварочные работы; Корпусная мебель; Мебель на заказ; Детская мебель; Мягкая мебель; Офисная мебель; Металлообработка; Металлоконструкции для строительства; Мебель для ванных комнат; Ремонт мебели; Промышленное строительство; Быстровозводимые здания,"переулок Жетисай, 66",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительному звонку),+05:00,5.0,28,87085499070,,,,,,,https://instagram.com/loft_svarka_astana,,,,https://wa.me/77773080870,,,,https://t.me/+77773080870,,,51.211144,71.376795,https://2gis.com/firm/70000001089079079,branch
LoftPro,цех сварочных работ и изготовлению лофт мебели и металлоконструкции,Мебель для кухни; Мебель на заказ; Сварочные работы; Металлоконструкции для строительства; Заборы и ограждения; Металлоизделия; Металлообработка; Офисная мебель; Ремонт мебели; Мебель для ванных комнат,"улица Таскескен, 69",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00 (по предварительной записи),+05:00,5.0,20,87711157967,,,,,,,https://instagram.com/loftpro.kz,,,,https://wa.me/77711157967,,,,,,,51.136233,71.504403,https://2gis.com/firm/70000001100095297,branch
lumahome astana,,Мебель для кухни; Мебель на заказ; Мягкая мебель,"улица Жолымбетская, 43",5 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.1,8,87089249522,,,,,,,https://instagram.com/lumahome.astana,,,,https://wa.me/77089249522,,,,,,,51.199883,71.468133,https://2gis.com/firm/70000001101229963,branch
Lux Mebeli 01,,Мебель для кухни; Мягкая мебель; Мебельные магазины; Мебель на заказ,"улица Куляш Байсеитовой, 67",,,Агрогородок м-н,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,4.5,17,87056654187,,,,,,,https://instagram.com/lux.mebel01,,,,https://wa.me/77056654187,,,,,,,51.189217,71.385428,https://2gis.com/firm/70000001091194969,branch
Makam,мебельная фабрика,Мебель для кухни; Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для учебных учреждений; Мебельные фасады; Распиловка древесины; Стеллажи и витрины,"улица Жолымбетская, 20Б",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,4.8,346,87759495555,,,,,,,https://instagram.com/makam.kz,,,,https://wa.me/77759495555,,,,,,,51.196442,71.462758,https://2gis.com/firm/70000001068540219,branch
Mark Mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"Е-15 улица, 9/2",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,32,87059535578,87471231998,87787417593,,,,,https://instagram.com/mark__mebel,,,,https://wa.me/77059535578,,,,,,,51.127733,71.36794,https://2gis.com/firm/70000001110079473,branch
Mart Mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мебель для ванных комнат,"проспект Мангилик Ел, 51/4",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,20,87071726011,,,,,,,https://instagram.com/martmebe.l,,,,https://wa.me/77071726011,,,,,,,51.094215,71.423121,https://2gis.com/firm/70000001095139576,branch
MaryArt,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Достык, 3",12 бутик; 1 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.1,9,87756090451,,,,,,,https://instagram.com/maryart.kz,,,,https://wa.me/77756090451,,,,,,,51.128151,71.420088,https://2gis.com/firm/70000001074568043,branch
Mebel Hasi,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Каныш Сатпаев, 3",цокольный этаж,,2 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,4.9,21,87712059545,,,,,,,https://instagram.com/mebel_hasi,,,,https://wa.me/77712059545,,,,,,,51.151982,71.467563,https://2gis.com/firm/70000001080130378,branch
Mebel Style Group,,Мебель для кухни; Мебель на заказ; Мебель для общественного питания; Мебель для учебных учреждений; Мебель для культурно-досуговых учреждений; Мебель для салонов красоты; Металлическая мебель; Офисная мебель,"улица Жанажол, 4/3",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,5.0,24,87024050651,87774009979,,,,,,https://instagram.com/mebel_style_group_kz,,,,https://wa.me/77774009979,https://wa.me/77024050651,,,,,,51.189149,71.438264,https://2gis.com/firm/70000001052478876,branch
Mebel_Alim_Astana,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Бердибек Сокпакбаев, 27/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,7,87769749797,,,,,,,,,,,https://wa.me/77769749797,,,,,,,51.176153,71.383399,https://2gis.com/firm/70000001104239774,branch
Mebel_elite_astana,,Мебель для кухни; Мебельные фасады; Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для ванных комнат,"улица Шары Жиенкуловой, 12/5",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,3.6,9,87088877051,87473872092,,,,,,https://instagram.com/mebel_elite_astana,,,,https://wa.me/77088877051,https://wa.me/77473872092,,,,,,51.178809,71.455172,https://2gis.com/firm/70000001061322259,branch
Mebel_marin_astana,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Шары Жиенкуловой, 3Б",7 цех,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,+05:00,5.0,15,87074904667,87761484167,,,,,,https://instagram.com/mebel_marin_astana,,,,https://wa.me/77074904667,https://wa.me/77761484167,,,,,,51.175131,71.459817,https://2gis.com/firm/70000001090390731,branch
Mebel_mix_stroi,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Шары Жиенкуловой, 3Б",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,7,87775398787,87010873003,,,,,,https://instagram.com/mebel_mix_stroi,,,,https://wa.me/77775398787,,,,,,,51.175131,71.459817,https://2gis.com/firm/70000001096266328,branch
mebel_olga_mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мягкая мебель; Детская мебель,"улица Ильи Чехоева, 5",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,9,87083291148,,,,,,,https://instagram.com/mebel_olga_mebel,,,,https://wa.me/77083291148,,,,,,,51.198164,71.463121,https://2gis.com/firm/70000001102230654,branch
mebel_varteme,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мягкая мебель; Офисная мебель,"улица Сакена Сейфуллина, 47",6 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.0,5,87753057672,,,,,,,https://instagram.com/mebel_varteme,,,,https://wa.me/77753057672,,,,,,,51.172982,71.437433,https://2gis.com/firm/70000001090748363,branch
Mebel-Ideal.kz,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Офисная мебель; Детская мебель,"проспект Улы Дала, 35",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.9,16,87080000357,,,,,,,,,,,https://wa.me/77080000357,,,,,,,51.099447,71.403131,https://2gis.com/firm/70000001080495984,branch
Mebelcentr.kz,салон мебели,Мебель для кухни; Мебель на заказ; Мебельные магазины,"улица Маскеу, 9",2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,8,87011901033,,,,,,,https://instagram.com/mebelcentr.kz,,,,https://wa.me/77011901033,,,viber://chat/?number=77011901033,,,,51.179863,71.391968,https://2gis.com/firm/70000001053186453,branch
Mebelista_,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мебельные фасады; Детская мебель,"проспект Бауыржан Момышулы, 22/2",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,13,87759270726,87772542541,,,,,,https://instagram.com/mebelista_,,,,https://wa.me/77759270726,https://wa.me/77772542541,,,,,,51.142597,71.488832,https://2gis.com/firm/70000001091628222,branch
MebelMan,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Детская мебель; Офисная мебель,"проспект Абая, 95/2",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,6,87055972666,,,,,,,https://instagram.com/mebelman_astana,,,,https://wa.me/77055972666,,,,,,,51.167601,71.462514,https://2gis.com/firm/70000001112664902,branch
MebelTime,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Шары Жиенкуловой, 14/2",2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00",+05:00,5.0,10,87479188735,,,,,,,https://instagram.com/mebeltime_astana,,,,https://wa.me/77479188735,https://wa.me/77761058777,,,,,,51.180573,71.453508,https://2gis.com/firm/70000001107387827,branch
Mebelux.kz,,Мебель для кухни; Плетёные изделия; Садово-парковая мебель; Мебель для общественного питания; Мебель из стекла,"улица Кобыз, 46",,,Юго-Восток (правая сторона) ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,15,87015583287,,,,,,,https://instagram.com/mebelux__kz,,,,https://wa.me/77015583287,,,,,,,51.1357,71.522287,https://2gis.com/firm/70000001084481096,branch
mebelVia.kz,мебельный магазин,Мебель для кухни; Корпусная мебель; Мягкая мебель; Мебельные магазины; Матрасы,"улица Жолымбетская, 43","3, 5 этаж",,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.9,28,87016000330,,,,,,,https://instagram.com/mebelvia.kz,,,,https://wa.me/77016000330,,,,https://t.me/+77016000330,,,51.199883,71.468133,https://2gis.com/firm/70000001041876079,branch
Medina,мебельный салон,Мебель для кухни; Мягкая мебель; Мебельные магазины; Корпусная мебель; Детская мебель; Офисная мебель; Мебель на заказ,"улица Чингиз Айтматов, 46",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,35,87782582360,87056209600,87718544473,,,,,https://instagram.com/mebel.medina.ast,,,,https://wa.me/77056209600,https://wa.me/77782582360,,,,,,51.151463,71.371292,https://2gis.com/firm/70000001057134293,branch
MK Diana,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Бактыораза Бейсекбаева, 28/9",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-17:00,+05:00,4.8,21,87015508470 (руководитель),87788815566 (менеджер),,,,,,https://instagram.com/mk_diana.kz,,,,https://wa.me/77788815566,https://wa.me/77015508470,,,,,,51.172094,71.462421,https://2gis.com/firm/70000001112388008,branch
MK Home,магазин дизайнерской мебели,Мебель для кухни; Мебельные магазины; Мягкая мебель,"улица Достык, 3",1 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,90,87002680017,,,,,,,https://instagram.com/mk.home_mebel,,,,https://wa.me/77002680017,,,,,,,51.128697,71.420634,https://2gis.com/firm/70000001103047273,branch
mk_mebel_kz,магазин кухонных столов и стульев,Мебель для кухни; Мягкая мебель,"улица Сакена Сейфуллина, 47","20, 35/2 место; 6 этаж",,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,19,87022860724,87052223301,,,,,,https://instagram.com/mk_mebel_kz,,,,https://wa.me/77022860724,https://wa.me/77052223301,,,,,,51.172982,71.437433,https://2gis.com/firm/70000001080619206,branch
mk.jihaz.astana,,Мебель для кухни; Мебель на заказ; Мебельные фасады; Офисная мебель; Корпусная мебель; Мебель для ванных комнат; Детская мебель,"улица Бактыораза Бейсекбаева, 28/9",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,4.5,28,87082738295,,,,,,,https://instagram.com/mk.jihaz.astana,,,,https://wa.me/77082738295,,,,,,,51.172399,71.462667,https://2gis.com/firm/70000001080100672,branch
Modern Mebel,мебельный салон,Мебель для кухни; Мебельные магазины; Корпусная мебель,"шоссе Коргалжын, 13/3",4 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,12,87056025990,,,,,,,https://instagram.com/modern_mebel_ast,,,,https://wa.me/77056025990,,,,,,,51.147176,71.381002,https://2gis.com/firm/70000001101426159,branch
Moi_divan01,,Мебель для кухни; Мебель на заказ; Мягкая мебель; Корпусная мебель; Офисная мебель,"улица Орлыкол, 11/11",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.4,37,87769881028,87079881028,,,,,,https://instagram.com/moi_divan01,,,,https://wa.me/77079881028,https://wa.me/77769881028,,,,,,51.188145,71.426314,https://2gis.com/firm/70000001037154605,branch
My.space.mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Шары Жиенкуловой, 14/3",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00,+05:00,5.0,25,87076662182,,,,,,,https://instagram.com/my.space.mebel,,,,https://wa.me/77076662182,,,,,,,51.180131,71.453481,https://2gis.com/firm/70000001105769832,branch
Nline.mebel,мебельный цех,"Мебель для кухни; Мебель на заказ; Корпусная мебель; ЛДСП, ДВПО, МДФ; Распиловка древесины","улица Орлыкол, 10а",2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 09:00-14:00,+05:00,4.6,46,87083410384,87016060999 (администратор),,,,,,https://instagram.com/nline.mebel,,,,https://wa.me/77781860854,https://wa.me/77016060999,,,,,,51.183479,71.42957,https://2gis.com/firm/70000001060746652,branch
Nolte kuchen,,Мебель для кухни; Мебельные магазины; Бытовая техника,"проспект Мангилик Ел, 36",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.4,16,87782544997,,,,,,,https://instagram.com/noltekuechen.kz,,,,https://wa.me/77782544997,,,,,,,51.107759,71.432014,https://2gis.com/firm/70000001087512937,branch
Nomad Collection,,Мебель для кухни; Мебель на заказ; Мягкая мебель; Ремонт мебели; Детская мебель; Офисная мебель,"улица Толе би, 46",3 офис,,,Нура район,Астана,,Астана,Казахстан,Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,4.5,503,87471206748,87082339680,,,,,,https://instagram.com/nomad.collection_,,,,https://wa.me/77471206748,https://wa.me/77082339680,,,,,,51.124604,71.395017,https://2gis.com/firm/70000001065307331,branch
Noni,салон столов и стульев,Мебель для кухни,"улица Фаризы Онгарсыновой, 10",,010000,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:30-18:30; Вт: 10:30-18:30; Ср: 10:30-18:30; Чт: 10:30-18:30; Пт: 10:30-18:30; Сб: 10:30-18:30; Вс: 10:30-18:30,+05:00,5.0,151,87479829822,,,,,,,https://instagram.com/noni.mebel,,,,https://wa.me/77479829822,,,,,,,51.083227,71.444578,https://2gis.com/firm/70000001065514830,branch
Nur mebel,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мягкая мебель; Офисная мебель,"улица Республики, 4а",9 бутик; 2 этаж,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,29,87023473332,87755445071,,,,,,https://instagram.com/nur.mebelastana,,,,https://wa.me/77755445071,https://wa.me/77023473332,,,,,,51.002869,71.380508,https://2gis.com/firm/70000001105502580,branch
Nur mebel,компания,Мебель для кухни; Корпусная мебель,"улица Бактыораза Бейсекбаева, 27/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-14:00,+05:00,5.0,6,87779115214,,,,,,,https://instagram.com/nur_mebel,,,,https://wa.me/77779115214,,,,,,,51.173907,71.460322,https://2gis.com/firm/70000001032669217,branch
Nurislam.mebel,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель,"улица Александра Пушкина, 29/1а",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00, 14:00-18:00; Вс: 09:00-13:00, 14:00-18:00",+05:00,4.7,15,87026877221,87079649064,87763536868,,,,,https://instagram.com/nurislam.mebel,,,,https://wa.me/77026877221,https://wa.me/77079649064,https://wa.me/77763536868,,https://t.me/nurislam_mebel,,,51.166877,71.472957,https://2gis.com/firm/70000001063293623,branch
NurZhixaz,,Мебель для кухни; Мебель на заказ,"улица Исатай батыр, 32",,,Үркер ж/м,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительному звонку),+05:00,5.0,6,87754473791,,,,,,,https://instagram.com/nurzhixaz,,,,https://wa.me/77754473791,,,,,,,51.115451,71.248313,https://2gis.com/firm/70000001102607169,branch
Objectlab&Design,салон итальянской мебели,Мебель для кухни; Мягкая мебель,"улица Турар Рыскулов, 3",ВП: 6,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительной записи),+05:00,4.6,13,87015271920,87019201818,,,,,,https://instagram.com/objectlabkz,,,,https://wa.me/77015271920,https://wa.me/77019201818,,,,,,51.086505,71.409709,https://2gis.com/firm/70000001083364564,branch
