Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Oriflame_Avon_Faberlic,магазин,Косметика и парфюмерия; Средства гигиены; Бытовая химия,"улица Толе би, 170",1 бутик; 2 этаж,050008,,Алмалинский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-12:30, 14:00-19:00; Вт: 10:00-12:30, 14:00-19:00; Ср: 10:00-12:30, 14:00-19:00; Чт: 10:00-12:30, 14:00-19:00; Пт: 10:00-12:30, 14:00-19:00; Сб: 09:30-12:30, 14:00-17:00",+05:00,5.0,11,87474176155,,,,,,,https://instagram.com/avon.oriflame.zakaz,,,,https://wa.me/77474176155,,,,,,,https://youtube.com/channel/UCU0E63HfSSNKPA0AAgJFqWA,43.251527,76.901124,https://2gis.com/firm/70000001034530878,branch
Original Market,магазин,Косметика и парфюмерия; Бытовая химия; Товары для новорождённых; Хозтовары; Средства гигиены,"проспект Назарбаева, 76",1 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,529,87008008001,,,,,,,https://instagram.com/original_market_official,,,,https://wa.me/77008008001,,,,,,,,43.260759,76.946305,https://2gis.com/firm/70000001069924593,branch
Outlet obuv,магазин обуви,Косметика и парфюмерия; Обувные магазины,"улица Муратбаева, 134",103 офис; 1 этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,253,87001888177,,,,,,,https://instagram.com/outlet_obuv,,,,https://wa.me/77001888147,,,,,,,,43.252161,76.919181,https://2gis.com/firm/70000001040946135,branch
Oxana Maretti,магазин,Косметика и парфюмерия; Швейные ателье; Бытовая химия,"улица Майлина, 13",1 этаж,050039,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.5,12,87771384875,,,,,,,https://instagram.com/oxana_maretti_,,,,https://wa.me/77771384875,,,,,,,,43.346513,77.005719,https://2gis.com/firm/70000001035918125,branch
P1ncode,магазин по продаже сотовых аксессуаров,Косметика и парфюмерия; Аксессуары к телефонам,"Ораза Жандосова улица, 162а",1 этаж,050042,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,14,87072200568,87053060121,,,,,,https://instagram.com/p1ncode,,,,https://wa.me/77072200568,https://wa.me/77053060121,,,,,,,43.211672,76.869509,https://2gis.com/firm/70000001051699160,branch
Panda Shop,магазин товаров для дома,Косметика и парфюмерия; Канцтовары; Посуда; Игрушки; Хозтовары,"улица Утеген батыра, 73",,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.9,21,87771182202,,,,,,,https://instagram.com/pandasweetshop,,,,https://wa.me/77771182202,,,,,,,,43.237108,76.859763,https://2gis.com/firm/70000001099086205,branch
Parfbar,шоурум нишевой парфюмерии,Косметика и парфюмерия,"улица Гоголя, 87",,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,"Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-13:00, 14:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00",+05:00,4.9,48,87051783988,,,,,,,,,,,https://wa.me/77051783988,,,,https://t.me/+77051783988,,,,43.260051,76.943796,https://2gis.com/firm/70000001089191432,branch
Parfburo,магазин парфюмерии,Косметика и парфюмерия,"проспект Абая, 10",,050021,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.9,18,87011005007,87018800765,,,,,,https://instagram.com/parfburo,,,,https://wa.me/77011005007,https://wa.me/77018800765,,,,,,,43.242208,76.946955,https://2gis.com/firm/70000001053306740,branch
Parfum Luxe,​бутик парфюмерии,Косметика и парфюмерия,"Алматинская улица, 6/5",,040800,,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,11,87082545874,,,,,,,https://instagram.com/parfum_luxe_konaev,,,,https://wa.me/77082545874,,,,,,,,43.849071,77.049614,https://2gis.com/firm/70000001081071362,branch
Parfum_de_fleur.kz,магазин ароматоваров,Косметика и парфюмерия; Ароматовары,"Кабдолова улица, 1/4",Е линия; 5 блок; напротив Rafa`s Barbershop,050062,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,15,87765427494,,,,,,,https://instagram.com/parfum_de_fleur.kz,,,,https://wa.me/77475252027,,,,https://t.me/+77475252027,,,,43.237459,76.849188,https://2gis.com/firm/70000001089347259,branch
parfum_premium_,магазин парфюмерии,Косметика и парфюмерия,"улица Аймауытова, 11/1",,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 11:30-20:30; Вт: 11:30-18:30; Ср: 11:30-20:30; Чт: 11:30-18:30; Пт: 11:30-20:30; Сб: 11:30-18:30; Вс: 11:30-14:30 (по предварительному звонку),+05:00,5.0,27,87052252552,,,,,,,https://instagram.com/parfum__premium__,,,,https://wa.me/77052252552,,,,,,,,43.329149,76.950386,https://2gis.com/firm/70000001077344936,branch
Parfume Lux,бутик парфюмерии,Косметика и парфюмерия,"микрорайон Кайрат, 181-182 к2",1 этаж,050019,Кайрат м-н,Турксибский район,Алматы,,Алматы,Казахстан,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,5,87014757525,,,,,,,https://instagram.com/parfume_official.france,,,,https://wa.me/77014757525,,,,,,,,43.299765,77.002322,https://2gis.com/firm/70000001087924006,branch
Parfume_lux_kz,бутик селективной и нишевой парфюмерии,Косметика и парфюмерия,"микрорайон Жетысу-3, 25",18 бутик,050063,Жетысу-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,4.6,29,87754785355,87073097900,,,,,,https://instagram.com/parfume_lux_kz,,,,https://wa.me/77022667416,https://wa.me/77073097900,https://wa.me/77754785355,,,,,,43.218346,76.843717,https://2gis.com/firm/70000001032099604,branch
Perfume Land,магазин парфюмерии,Косметика и парфюмерия,"улица Айманова, 126",103 кабинет; 1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,5.0,48,87780782344,,,,,,,https://instagram.com/perfumeland.almaty,,,,https://wa.me/77780782344,,,,,,,,43.23778,76.897399,https://2gis.com/firm/70000001038989814,branch
Perfume Studio,магазин парфюмерии,Косметика и парфюмерия,"проспект Жибек Жолы, 70",266 бутик; 2 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.6,7,87006780589,,,,,,,https://instagram.com/perfume.studio.official,,,,,,,,,,,,43.262214,76.948792,https://2gis.com/firm/70000001103146221,branch
perfume_markeet,магазин по продаже парфюмерии,Косметика и парфюмерия,"Северное Кольцо шоссе, 9/2",А55 бутик; 1 этаж,050015,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Пт: 09:30-18:00; Сб: 09:30-18:00; Вс: 09:30-18:00,+05:00,5.0,10,87082070530,,,,,,,,,,,https://wa.me/77082070530,,,,,,,,43.287843,76.890246,https://2gis.com/firm/70000001077396591,branch
Phone best,мастерская по ремонту мобильных устройств и изготовлению ключей,Косметика и парфюмерия; Ремонт телефонов; Копировальные услуги; Аксессуары к телефонам; Изготовление ключей,"улица Жамбыла, 205",1 этаж,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-20:00; Вт: 10:00-16:45, 18:15-20:00; Ср: 10:00-20:00; Чт: 10:00-16:45, 18:15-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку)",+05:00,4.9,23,87021138260,,,,,,,https://instagram.com/keys_kopir_almaty,,,,https://wa.me/77021138260,,,,,,,,43.244907,76.897593,https://2gis.com/firm/70000001038404284,branch
PremiumKorea,онлайн-магазин,Косметика и парфюмерия,,,,,,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,7,87759898593,,,,,,,https://instagram.com/premiumkorea_kz,,,,https://wa.me/77759898593,,,,,,,,,,https://2gis.com/firm/70000001056392433,branch
Proffterra,магазин профессиональной косметики,Косметика и парфюмерия,"Муканова улица, 245",1 этаж,050008,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-18:00,+05:00,4.8,15,87075855110,,,,,,,https://instagram.com/proffterra_almaty,,,,https://wa.me/77473172575,,,,,,,,43.242075,76.915609,https://2gis.com/firm/70000001036256539,branch
Qaskelen350,магазин,Косметика и парфюмерия; Хозтовары; Игрушки; Нижнее бельё; Посуда,"улица Жангозина, 53а/1",,040904,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.9,9,87022872946,,,,,,,https://instagram.com/qaskelen350,,,,https://wa.me/77022872946,,,,,,,,43.209228,76.617968,https://2gis.com/firm/70000001050771261,branch
Qazaq parfum,бутик парфюмерии,Косметика и парфюмерия,"Е. Брусиловского улица, 163",,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,5.0,10,87712822917,,,,,,,https://instagram.com/qazaqparfum,,,,https://wa.me/77712822917,,,,,,,,43.244245,76.87688,https://2gis.com/firm/70000001081108357,branch
Qazyna Beauty,магазин косметики,Косметика и парфюмерия,"улица Пушкина, 84",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,56,87475857030,,,,,,,https://instagram.com/qazyna_beauty,,,,https://wa.me/77475857030,,,,,,,,43.249491,76.954583,https://2gis.com/firm/70000001046992544,branch
Qupiya 69,магазин интимных товаров,Косметика и парфюмерия; Эротические товары; Нижнее бельё; Купальники; Бижутерия,"микрорайон Шугыла, 340/4 к1",цокольный этаж,050000,Шугыла м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 13:00-21:30; Вт: 13:00-21:30; Ср: 13:00-21:30; Чт: 13:00-21:30; Пт: 13:00-21:30; Сб: 13:00-21:30; Вс: 13:00-21:30,+05:00,4.9,8,87774194896,,,,,,,https://instagram.com/qupiya69,,,,https://wa.me/77774194896,,,,https://t.me/+9nrnzvie_yI3MTE6,,,,43.208011,76.790933,https://2gis.com/firm/70000001088173418,branch
Qur Boom skin,магазин косметики,Косметика и парфюмерия,"улица Титова, 10/1",1 бутик,040700,,,,Илийский район,Алматинская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,60,87750499939,,,,,,,https://instagram.com/qurboom.skin,,,,https://wa.me/77005288842,,,,,,,,43.41568,77.017848,https://2gis.com/firm/70000001056991884,branch
Rich Aroma,​​магазин по продаже парфюмерии,Косметика и парфюмерия,"проспект Суюнбая, 2 к3",1 этаж,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,5,87026757595,87078296584,,,,,,https://instagram.com/richaroma_kz,,,,,,,,,,,,43.271187,76.949752,https://2gis.com/firm/70000001105224867,branch
Rich Aroma,​​магазин по продаже парфюмерии,Косметика и парфюмерия,"проспект Турара Рыскулова, 103/3",1 этаж,050061,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,15,87071092992,,,,,,,https://instagram.com/richaroma_kz,,,,https://wa.me/77071092992,,,,,,,,43.266973,76.869835,https://2gis.com/firm/70000001067930139,branch
Rich Aroma,​​магазин по продаже парфюмерии,Косметика и парфюмерия; Ароматовары,"8-й микрорайон, 37/1",1 этаж,050006,8-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,23,87058604093,,,,,,,https://instagram.com/richaroma_ala,,,,https://wa.me/77058604093,https://wa.me/77009811655,,,,,,,43.227525,76.864166,https://2gis.com/firm/70000001062847891,branch
Rich Aroma,​​магазин по продаже парфюмерии,Косметика и парфюмерия; Ароматовары,"улица Макатаева, 127/1",2 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.5,11,87471208166,,,,,,,https://instagram.com/richaroma_ata,,,,https://wa.me/77471208166,,,,,,,,43.263707,76.929733,https://2gis.com/firm/70000001061447406,branch
Rinaru,магазин одежды для семьи,Косметика и парфюмерия; Женская одежда; Детская одежда; Мужская одежда; Нижнее бельё,"проспект Райымбека, 590/10",1 этаж,050000,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:00-11:00; Вт: 09:00-11:00; Ср: 09:00-11:00; Чт: 09:00-11:00; Пт: 09:00-11:00; Сб: 09:00-11:00; Вс: 09:00-11:00,+05:00,4.7,5,87085721361,,,,,,,https://instagram.com/rinaru_181392,,,,https://wa.me/77085721361,,,,,,,,43.229645,76.783754,https://2gis.com/firm/70000001103849680,branch
Royal Perfume Collection,магазин парфюмерии,Косметика и парфюмерия,"микрорайон Жетысу-3, 1г",,050063,Жетысу-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00 (по предварительной записи),+05:00,5.0,85,87078929492,,,,,,,,,,,,,,,,,,,43.218293,76.843127,https://2gis.com/firm/70000001064249217,branch
Rozetka,киоск по продаже аксессуаров для сотовых телефонов,Косметика и парфюмерия; Аксессуары к телефонам; Ремонт телефонов; Мобильные телефоны,"улица Постышева, 62",,050028,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,13,87074329044,,,,,,,,,,,https://wa.me/77074329044,,,,,,,,43.358154,76.931426,https://2gis.com/firm/70000001100843945,branch
Rubin,магазин,Косметика и парфюмерия; Мобильные телефоны; Бытовая техника; Ремонт телефонов; Копировальные услуги,"улица Альмерек Абыз, 47",,040447,,,,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,4.6,26,87051110522,87476718787,87775155541,,,,,https://instagram.com/rubin_baiterek,,,,https://wa.me/77051110522,https://wa.me/77059542487,https://wa.me/77775155541,,,,,,43.404742,77.220571,https://2gis.com/firm/70000001076575873,branch
S_parfum_issyk_,магазин парфюмерии,Косметика и парфюмерия,"улица Ауэзова, 87",,,,,Есик,Енбекшиказахский район,Алматинская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,11,87478181747,,,,,,,https://instagram.com/s_parfum_issyk_,,,,,,,,,,,,43.354627,77.46098,https://2gis.com/firm/70000001093378471,branch
S’tetic,магазин косметики,Косметика и парфюмерия,"улица Кабанбай батыра, 65",,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,23,87074940608,,,,,,,https://instagram.com/s.tetic_,,,,,,,,,,,,43.250636,76.955353,https://2gis.com/firm/70000001075930200,branch
Sadu.perfume,,Косметика и парфюмерия,"8-й микрорайон, 37/1",цокольный этаж,050006,8-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,5,87479981899,,,,,,,https://instagram.com/sadu.perfume,,,,https://wa.me/77479981899,,,,,,,,43.227703,76.864514,https://2gis.com/firm/70000001113434964,branch
Safiya Distribution,оптовый склад Корейской и Европейской косметики,Косметика и парфюмерия,"Едила Ергожина улица, 1 блок Б",цокольный этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-15:00,+05:00,4.9,5,87714444491,,,,,,,https://instagram.com/beauty_by_safiya,,,,https://wa.me/77714444491,,,,,,,,43.206732,76.912631,https://2gis.com/firm/70000001087729549,branch
Sayori,магазин косметики,Косметика и парфюмерия,"проспект Достык, 40",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,5.0,72,87081063774,,,,,,,https://instagram.com/sayori_kz,,,,https://wa.me/77081063774,,,,,,,,43.251334,76.956303,https://2gis.com/firm/70000001043604506,branch
Scent Room,магазин парфюмерии,Косметика и парфюмерия; Ароматовары,"улица Кунаева, 135",1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,5.0,18,87473858080,,,,,,,https://instagram.com/scentroom.kz,,,,https://wa.me/77473858080,,,,,,,,43.24883,76.950688,https://2gis.com/firm/70000001046912657,branch
SecretSkin,магазин уходовой корейской косметики,Косметика и парфюмерия,"улица Наурызбай батыра, 127 блок 2",цокольный этаж,050013,Керемет м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:30-19:00; Вт: 10:30-19:00; Ср: 10:30-19:00; Чт: 10:30-19:00; Пт: 10:30-19:00; Сб: 10:30-19:00; Вс: 10:30-19:00,+05:00,5.0,5,87777234630,87778555058,,,,,,https://instagram.com/secretskin.kz,,,,https://wa.me/77777234630,https://wa.me/77778555058,,,,,,,43.236607,76.938296,https://2gis.com/firm/70000001101319556,branch
Sen sulu,магазин женской косметики,Косметика и парфюмерия; Бижутерия; Сумки и кожгалантерея,"улица Биржан Сала, 57/61",1 этаж,040000,,,Талдыкорган,Талдыкорган городская администрация,Жетысу область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,1.8,6,87754005736,,,,,,,https://instagram.com/sensulu_tdk,,,,https://wa.me/77754005736,,,,,,,,45.018674,78.377832,https://2gis.com/firm/70000001110516255,branch
Senin Beinen,магазин корейской косметики,Косметика и парфюмерия,"улица Жанкожа батыра, 49",,050065,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,48,87086831728,87089316946,,,,,,https://instagram.com/senin.beinenn,,,,https://wa.me/77086831728,https://wa.me/77089316946,,,,,,,43.286537,76.850196,https://2gis.com/firm/70000001080321663,branch
Seoul Korean cosmetics,,Косметика и парфюмерия,"проспект Абылай хана, 225/3",,040901,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.6,26,87083544632,,,,,,,https://instagram.com/seoul.cosmetics.kz,,,,https://wa.me/77083544632,,,,,,,,43.202943,76.619445,https://2gis.com/firm/70000001054569582,branch
Seoul shop almaty,магазин корейских товаров,Косметика и парфюмерия; Быстрое питание,"Ташкентский тракт, 17к",1 этаж,040916,,,Алматы,Карасайский район,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,75,87784205095,87762127771,,,,,,https://instagram.com/seoul_shop_almaty_,,,,https://wa.me/77762127771,https://wa.me/77784205095,,,,,,,43.235395,76.777722,https://2gis.com/firm/70000001105082700,branch
Seoul shop almaty,магазин корейских товаров,Косметика и парфюмерия; Продукты быстрого приготовления,"Ораза Жандосова улица, 83",цокольный этаж,050052,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,85,87784205095,87762127771,,,,,,https://instagram.com/seoul_shop_almaty,,,,https://wa.me/77784205095,https://wa.me/77762127771,,,,,,,43.207642,76.85912,https://2gis.com/firm/70000001081140314,branch
Shopping Qonaev,магазин,Косметика и парфюмерия; Сумки и кожгалантерея; Женская одежда; БАДы,"3-й микрорайон, 42",1 этаж,040803,3-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.9,7,87479772434,87073387686,,,,,,https://instagram.com/shopping_qonaev,,,,https://wa.me/77479772434,,,,,,,,43.849896,77.055533,https://2gis.com/firm/70000001052071672,branch
Siam beauty,бутик косметики и парфюмерии,Косметика и парфюмерия,"улица Кунаева, 21",АG-02 бутик; цокольный этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.4,7,87472893989,,,,,,,https://instagram.com/siam___beauty,,,,https://wa.me/77472893989,,,,,,,,43.267329,76.947739,https://2gis.com/firm/70000001038752745,branch
Siberian Wellness,магазин,Косметика и парфюмерия; БАДы,"улица Ырысты, 46/4",55 бутик; 1 этаж,050061,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительному звонку),+05:00,5.0,19,87074301620,87751005141,,,,,,,,,,https://wa.me/77074301620,,,,,,,,43.261157,76.851445,https://2gis.com/firm/70000001099413069,branch
Siberian Wellness,магазин,Косметика и парфюмерия; БАДы,"микрорайон Аксай-4, 70Б",7 бутик; 2 этаж,050063,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00,+05:00,4.7,24,87760562796,87765356967,,,,,,https://instagram.com/siberian_wellnessenk,,,,https://wa.me/77765356967,,,,,,,,43.225887,76.840753,https://2gis.com/firm/70000001069902253,branch
Siberian Wellness,флагманский магазин,Косметика и парфюмерия; БАДы; Средства гигиены; Спортивное питание,"Монтажная улица, 29",1 кабинет; 2 этаж,050054,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,5.0,9,87076602081,,,,,,,,,,,,,,,https://t.me/sw_almaty_livestore,,,,43.335577,76.982292,https://2gis.com/firm/70000001110627858,branch
